,cast,revenue
10269,Sean Browne,0
10270,Laura Brent,0
10271,Gretchen Lodge,0
10272,Johnny Lewis,14867514
10273,Ken Arnold,0
10274,Brenna McDonough,0
10275,Catherine Steadman,0
10276,Ali Craig,0
10277,Daniel Caltagirone,0
10278,Aisha Tyler,0
10279,Albert Delpy,1653792
10280,Lauren Bacall,88911588
10281,Dina Eastwood,0
10282,Yvette Yates,0
10283,Israel Islas,0
10284,Erando GonzÃ¡lez,0
10285,Mary Mouser,0
10286,Adam Cronheim,0
10287,Niels Bolle,0
10288,Alana O'Brien,0
10289,Jamie Pantanella,0
10290,Ben Cotton,0
10291,Brian Markinson,0
10292,Lili BordÃ¡n,0
10293,Jill Teed,0
10294,Luis Da Silva Jr.,0
10295,Crystal Mantecon,0
10296,Sasha Roiz,0
10297,Jenny Mollen,0
10298,Dominic Bogart,0
10299,Bob Marley,0
10300,Ziggy Marley,0
10301,Rita Marley,0
10302,Cedella Marley,0
10303,Jimmy Cliff,12308521
10304,Craig Conway,0
10305,Simon Phillips,0
10306,Gemma Atkinson,0
10307,Billy Murray,0
10308,Whitney Cummings,0
10309,Charlotte Hunter,0
10310,Jack Derges,0
10311,Anthony Howell,0
10312,Eleanor Gecks,0
10313,Habib Nasib Nader,0
10314,Richard Briers,125688779
10315,ZoÃ« Tapper,0
10316,Jaimie Alexander,0
10317,James Cameron,17040871
10318,David Lynch,0
10319,Kevin Durant,0
10320,Taylor Gray,0
10321,Larramie Doc Shaw,0
10322,Trevor Kuhn,0
10323,Lilan Bowden,0
10324,Marlene Okner,0
10325,Aneurin Barnard,6399
10326,Amy Shiels,0
10327,Wunmi Mosaku,0
10328,Kevin Howarth,0
10329,Anna Walton,0
10330,Jemma Powell,0
10331,Jessica Mauboy,0
10332,Shari Sebbens,0
10333,Miranda Tapsell,0
10334,Noah Hathaway,25609623
10335,Jeff Fahey,46582606
10336,Sonny Chiba,0
10337,Rachel Mwanza,0
10338,Alain Lino Mic Eli Bastien,0
10339,Serge Kanyinda,0
10340,Mizinga Mwinga,0
10341,Ralph Prosper,0
10342,Ryan O'Nan,0
10343,Chris Edgerly,0
10344,Eric Lopez,0
10345,Mario Casas,0
10346,JuliÃ¡n VillagrÃ¡n,0
10347,JosÃ© Manuel Poga,0
10348,Inma Cuesta,279735
10349,Julie White,0
10350,Brian Huskey,0
10351,Julianne Michelle,0
10352,Joe Toedtling,0
10353,Sebastian Wimmer,0
10354,Anna McGahan,0
10355,John Jarratt,37393092
10356,Oliver Ackland,0
10357,Cosimo Rega,0
10358,Salvatore Striano,0
10359,Giovanni Arcuri,0
10360,Antonio Frasca,0
10361,J. Dario Bonetti,0
10362,Stig Henrik Hoff,704
10363,Lachlan Nieboer,704
10364,Florian Lukas,704
10365,Barbara Steele,2001081
10366,Julia Putnam,1081
10367,Ellery Sprayberry,1081
10368,Thure Lindhardt,1632
10369,Souleymane Sy Savane,0
10370,Paprika Steen,0
10371,Zoe Lister-Jones,252603
10372,Carrie MacLemore,0
10373,Megalyn Echikunwoke,0
10374,Ryan Metcalf,0
10375,Kendall Schmidt,0
10376,James Maslow,0
10377,Logan Henderson,0
10378,Sammi Rotibi,0
10379,Karlin Walker,0
10380,Dolly Parton,95904121
10381,Nicolette Pierini,102388
10382,Karolina Wydra,0
10383,Sandra Ellis Lafferty,0
10384,Ric Reitz,0
10385,Jackson Walker,0
10386,Bill Blakemore,0
10387,Geoffrey Cocks,0
10388,Juli Kearns,0
10389,John Fell Ryan,0
10390,Jay Weidner,0
10391,Gary Chalk,0
10392,Rachel Hunter,0
10393,Shandi Finnessey,0
10394,Teri Ivens,0
10395,Elika Portnoy,0
10396,Ivaylo Geraskov,0
10397,Jake Hoffman,0
10398,Ashley Austin Morris,0
10399,Crystal Lowe,0
10400,JR Bourne,0
10401,Kali Rocha,0
10402,Tiffany Giardina,0
10403,Ellie King,0
10404,Arly Jover,0
10405,Shaun Benson,0
10406,FrÃ©dÃ©ric Bourdin,0
10407,Adam O'Brian,0
10408,Anna Ruben,0
10409,Cathy Dresbach,0
10410,Alan Teichman,0
10411,Devan Leos,0
10412,Callum O'Neil,0
10413,Slimane Khettabi,0
10414,Nicolas Abraham,0
10415,Heather Ann Davis,0
10416,Eric Callero,0
10417,Frank Pacheco,0
10418,Alice Rietveld,0
10419,James Gilbert,0
10420,Ian Anderson,0
10421,Peter Apostolopoulos,0
10422,Roger Beck,0
10423,Fred Jaggi,0
10424,Randolf Menzel,0
10425,John Miller,27843
10426,Liane Singer,0
10427,Heidrun Singer,0
10428,Rio Dewanto,0
10429,Hannah Al Rashid,0
10430,Aridh Tritama,0
10431,Izzi Isman,0
10432,Sadha Triyudha,0
10433,Anne Parillaud,0
10434,Charlie O'Connell,0
10435,David Gallegos,0
10436,Christopher Sabat,0
10437,J. Michael Tatum,0
10438,John Swasey,0
10439,Mike McFarland,0
10440,Paul Kaye,120620
10441,Olivia Holt,0
10442,Brendan Meyer,0
10443,Tracy Dawson,0
10444,Tara Buck,0
10445,Barbara Sukowa,2217000
10446,Julia Jentsch,717205
10447,Aryana Engineer,240159255
10448,Bruce Carey,0
10449,Justin Cook,0
10450,Jason Douglas,0
10451,Abigail Schrader,0
10452,Samantha Lester,0
10453,James Lyons,0
10454,Melanie Lyons,0
10455,Samantha Sloyan,0
10456,Simona Brhlikova,0
10457,Julia Maxwell,0
10458,Tristan Risk,0
10459,Paula Lindberg,0
10460,Maria HofstÃ¤tter,6508
10461,Nabil Saleh,6508
10462,Natalya Baranova,6508
10463,Rene Rupnik,6508
10464,Daniel Hoesl,6508
10465,George Lazenby,81974493
10466,Vanessa Broze,0
10467,Michelle Argyris,0
10468,Shantelle Canzanese,0
10469,Michael G. Wilmot,0
10470,Tom Schilling,2750275
10471,Marc Hosemann,2750275
10472,Friederike Kempter,2750275
10473,Justus von DohnÃ¡nyi,2750275
10474,Katharina SchÃ¼ttler,2750275
10475,Michael Brodie,0
10476,Teresa Lynn,0
10477,Laidychen Carrasco,0
10478,Raymond Delgado,0
10479,Jonathan Ortiz,0
10480,Kwesi Boakye,0
10481,Diego Klattenhoff,0
10482,Natalie Press,1128345
10483,Anouska Mond,0
10484,Lee Allen,0
10485,Marshall Allman,0
10486,Eric Lange,0
10487,LluÃ­s Homar,0
10488,Blanca SuÃ¡rez,0
10489,Sonia Casademont,0
10490,Hui Chi Chiu,0
10491,Fady Elsayed,0
10492,Katherine Helmond,69078768
10493,Jurga Jutaite,0
10494,Marius Jampolskis,0
10495,Brice Fournier,0
10496,Å arÅ«nas Bartas,0
10497,Arnoldas Eisimantas,0
10498,Daniel Black,0
10499,Caroline Ford,0
10500,Sudeep,19450000
10501,Nani,19450000
10502,Samantha Ruth Prabhu,19450000
10503,Devadarshini,19450000
10504,Thagubothu Ramesh,19450000
10505,Michelle Page,0
10506,Michael Cudlitz,0
10507,Lucinda Jenney,0
10508,Kathleen Rose Perkins,120680
10509,Jason Spevack,50451307
10510,Samantha Weinstein,0
10511,Melyssa Ade,0
10512,Jonathan Blow,0
10513,Phil Fish,0
10514,Edmund McMillen,0
10515,Tommy Refenes,0
10516,Christopher Fitzgerald,0
10517,Alyshia Ochse,0
10518,Julie Graham,0
10519,Jill Baker,0
10520,ValÃ©rie Lemercier,0
10521,BÃ©atrice de StaÃ«l,0
10522,SÃ©bastien NoirÃ©,0
10523,Paul Freeman,400427909
10524,Clare Higgins,26654762
10525,Amara Karan,0
10526,Alan Drake,0
10527,Ã€lex BrendemÃ¼hl,0
10528,Irene MontalÃ ,0
10529,FÃ©lix GÃ³mez,0
10530,Matthew Lewis,0
10531,Tippi Hedren,20403529
10532,Shawnee Smith,360164279
10533,Andy Milonakis,0
10534,Samantha Cope,0
10535,Cynthia Watros,0
10536,Satya Bhabha,884100
10537,Shabana Azmi,18006052
10538,Rajat Kapoor,884100
10539,Siddharth,884100
10540,Kathryn Burns,0
10541,Michael Coleman,0
10542,Andrew Daly,0
10543,Rich Fulcher,0
10544,Frances Fisher,1954845974
10545,Sebastian RochÃ©,0
10546,Russell Tovey,0
10547,Bronagh Gallagher,0
10548,David Pearse,0
10549,Adrian Hough,0
10550,Pauley Perrette,0
10551,Robin Atkin Downes,0
10552,David Kaufman,0
10553,James Balog,1328467
10554,Svavar Jonatansson,1328467
10555,Adam LeWinter,1328467
10556,Kitty Boone,1328467
10557,Ai Weiwei,181107
10558,Dan-qing Chen,181107
10559,Slavoj Å½iÅ¾ek,0
10560,Peter Cilella,0
10561,Vinny Curran,0
10562,Zahn McClarnon,0
10563,Emily Montague,0
10564,Musetta Vander,56070433
10565,Bryan Rasmussen,0
10566,Sophie Stuckey,0
10567,Jessica Barden,0
10568,Geoff Bell,0
10569,Jacob Anderson,0
10570,Sean Brosnan,0
10571,Peter Barrett,0
10572,Ario Bayu,0
10573,Miki Mizuno,0
10574,Les Loveday,0
10575,Carmen Soo,0
10576,Whitney Houston,565189576
10577,Cee Lo Green,24637469
10578,Siobhan Reilly,7034007
10579,Gary Maitland,7034007
10580,Lucky Johnson,0
10581,JÃ³hann G. JÃ³hannsson,0
10582,Thora Bjorg Helga,0
10583,TheodÃ³r JÃºlÃ­usson,0
10584,MarÃ­a SigurÃ°ardÃ³ttir,0
10585,Ethan Peck,1675381
10586,Alexa Nikolas,0
10587,Christa Brittany  Allen,0
10588,Hadas Yaron,1775316
10589,Renana Raz,1775316
10590,Yiftach Klein,1775316
10591,Irit Sheleg,1775316
10592,Razia Israeli,1775316
10593,Toby Regbo,0
10594,Philip Glenister,0
10595,Ellen Wong,14567
10596,Sridevi Kapoor,11620000
10597,Priya Anand,11620000
10598,Mehdi Nebbou,11620000
10599,Ajith Kumar,11620000
10600,Bradley James,0
10601,Lenora Crichlow,0
10602,Dennis Coffey,0
10603,Rodriguez,5834896859
10604,Stephen Segerman,0
10605,Mike Theodore,0
10606,Malik Bendjelloul,0
10607,Carl Weathers,901588645
10608,Johanna Watts,0
10609,Nikki McCauley,0
10610,Devin McGee,0
10611,Rick Lens,0
10612,Loek Peters,0
10613,Susan Radder,0
10614,Ricky Koole,0
10615,Cahit Ã–lmez,0
10616,Breanne Racano,0
10617,Mariel Hemingway,41046780
10618,Jean-Luc Couchard,0
10619,Charlie Dupont,0
10620,Abdelhafid Metalsi,0
10621,Joshua Close,5364858
10622,Quinn Lord,0
10623,Yaya Alafia,0
10624,Jason Yee,0
10625,Samantha Streets,0
10626,Ron Yuan,0
10627,Abbes Zahmani,0
10628,Alex Carter,0
10629,Christianna Carmine,0
10630,Emily Sandifer,0
10631,Mitch Lerner,0
10632,Victoria Barabas,0
10633,Anna O'Byrne,0
10634,Maria Mercedes,0
10635,Simon Gleeson,0
10636,Sharon Millerchip,0
10637,Gavin Brown,0
10638,Ethan Philbeck,0
10639,Phyllis Munro,0
10640,Louie Lawless,0
10641,Alex Kogin,0
10642,Marta Dusseldorp,0
10643,Roy Billing,0
10644,Dayton Callie,0
10645,Brad Garrett,1230921904
10646,Aya Endo,0
10647,Rie Kugimiya,0
10648,Yuichi Nakamura,0
10649,Aya Hirano,0
10650,Satomi Satou,0
10651,Evgenia Dodena,0
10652,Reymond Amsalem,0
10653,Dvir Benedek,0
10654,Uri Gavriel,0
10655,Caitlin Gerard,0
10656,Isaac Leyva,0
10657,Jacob Matschenz,0
10658,Katharina Spiering,0
10659,Anna BrÃ¼ggemann,0
10660,Alexander Khuon,0
10661,Robert Gwisdek,0
10662,Marc Velasco,0
10663,NoÃ© Blancafort,0
10664,Salvador LlÃ³s,0
10665,Victoria RoldÃ¡n,0
10666,Roger Sotera,0
10667,Erik Stocklin,0
10668,Krystal Davis,0
10669,Caroline Tillette,0
10670,Stephen Marcus,0
10671,Ulrich Meinecke,0
10672,Catherine BÃ©rubÃ©,0
10673,Wade Carroll,0
10674,Fiona Forsythe,0
10675,Cynthia Galant,0
10676,Christine Barnes,0
10677,Hoselito Bite,0
10678,Marco Confortola,0
10679,Judd Apatow,0
10680,Anon2World,0
10681,Anonyops,0
10682,Aaron Barr,0
10683,Barrett Brown,0
10684,Lee Na-young,0
10685,Lee Sung-min,0
10686,Shin Jung-Keun,0
10687,Ami Ayalon,0
10688,Avraham Shalom,0
10689,Yaakov Peri,0
10690,Carmi Gillon,0
10691,Avi Dichter,0
10692,Burkely Duffield,0
10693,Niki Wipf,0
10694,MichaÃ«l Abiteboul,674918
10695,Constance Rousseau,0
10696,Lila Salet,0
10697,Nicholas Hope,1000000
10698,Kelly Paterniti,1000000
10699,Jessica Clark,0
10700,Yuddvir Bakolia,0
10701,Ila Arun,0
10702,Aanjjan Srivastav,0
10703,Sachin Khedekar,0
10704,Vishnu Sharma,0
10705,Erik Knudsen,0
10706,Max Topplin,0
10707,Nigel Anthony,0
10708,Ruth Rayyah McCaul,0
10709,Conner Dwelly,0
10710,Ryan Grantham,0
10711,Dalias Blake,0
10712,Julie Stewart,0
10713,Spencer Daniels,0
10714,Marianne Hagan,15116634
10715,Marina AbramoviÄ‡,0
10716,Ulay Biesenbach,0
10717,Klaus Biesenbach,0
10718,Brian Baumgartner,0
10719,Alec Gillis,0
10720,Ross Noble,95000
10721,Tommy Knight,95000
10722,Gemma-Leah Devereux,95000
10723,John McDonnell,95000
10724,Aniello Arena,0
10725,Loredana Simioli,0
10726,Nando Paone,0
10727,Graziella Marina,0
10728,Aniello Iorio,0
10729,Josie Ho,0
10730,Brandon Jay McLaren,0
10731,Felicity Price,0
10732,Antony Starr,69631118
10733,Nicholas Cassim,0
10734,Frank Ashmore,0
10735,Melinda Browne,0
10736,Chris Martin,0
10737,Susan Visser,0
10738,DarÃ­o Levy,0
10739,Ignacio RodrÃ­guez de Anca,0
10740,Alessandra Torresani,0
10741,Coco Jones,0
10742,Dawnn Lewis,0
10743,Alex DÃ©sert,4505922
10744,Isiah Whitlock Jr.,0
10745,Sarah Ramos,0
10746,Eric Wareheim,0
10747,Tim Heidecker,0
10748,Elliott Tittensor,0
10749,Nico Mirallegro,0
10750,Adam Long,0
10751,Oliver Heald,0
10752,Michael Polley,0
10753,Harry Gulkin,0
10754,Susy Buchan,0
10755,John Buchan,0
10756,Mark Polley,0
10757,Mary Carey,0
10758,Amber Lynn,0
10759,John Leslie,0
10760,Asia Carrera,0
10761,Wayne Brady,73706
10762,Richard Dormer,0
10763,Richard Lewis,49800000
10764,Tonia Sotiropoulou,0
10765,Susanna Capellaro,0
10766,Cosimo Fusco,1479042
10767,Hilda PÃ©ter,0
10768,Brittany Ishibashi,0
10769,Ireneusz Czop,0
10770,Maciej Stuhr,0
10771,Jerzy RadziwiÅ‚owicz,0
10772,Zuzana FialovÃ¡,0
10773,Andrzej Mastalerz,0
10774,Jolene Van Vugt,3903479
10775,Tommy Passemante,3903479
10776,Jeremy Rawle,3903479
10777,Gregg Godfrey,3903479
10778,Greg Powell,3903479
10779,Christopher Backus,0
10780,Dana Daurey,0
10781,Shawn-Caulin Young,0
10782,Mike Gassaway,0
10783,Cameron Deane Stewart,0
10784,Grant Gustin,0
10785,Samuel Patrick Chu,0
10786,Florence Foresti,0
10787,Shannon Leto,0
10788,Tomo MiliÄeviÄ‡,0
10789,Irving Azoff,0
10790,Chester Bennington,0
10791,Rory Keenan,0
10792,Xzannjah Matsi,0
10793,Healesville Joel,0
10794,Eka Darville,0
10795,Ryan McGinnis,0
10796,Jenn Harris,0
10797,Matthew Wilkas,0
10798,Samantha Buck,0
10799,Amber Clayton,0
10800,Eddie Baroo,0
10801,Justin Batchelor,0
10802,Nicholas Bell,0
10803,Subrat Dutta,0
10804,Emanuelle Carriere,0
10805,Christine Emes,0
10806,Celine Filion,0
10807,Angela Parent,0
10808,Duncan Milloy,0
10809,Angela Davis,0
10810,Eisa Davis,0
10811,Nicole LaLiberte,0
10812,Matthew Rauch,0
10813,Jelka van Houten,278000
10814,Valerie Adams,278000
10815,Luis Bordonada,278000
10816,Mark Steger,0
10817,Robert Plant,0
10818,John Paul Jones,0
10819,AgnÃ¨s Jaoui,0
10820,Juliette Gombert,0
10821,Rishi Kapoor,0
10822,Alex Williams,0
10823,Laura Wheelwright,0
10824,Jackie Siegel,714544
10825,David Siegel,714544
10826,Virginia Nebab,714544
10827,Ginger Baker,0
10828,Bob Adcock,0
10829,Tony Allen,0
10830,Carmine Appice,0
10831,Ginette Baker,0
10832,Kristos Andrews,0
10833,Joseph Garner,0
10834,Gina Keatley,0
10835,Fran McGee,0
10836,Macarena GarcÃ­a,279735
10837,Matthew Cooke,0
10838,Barry Cooper,0
10839,Markus Persson,0
10840,Jens Bergensten,0
10841,Jakob Porser,0
10842,Carl Manneh,0
10843,Peter Molyneux,0
10844,Lucy DeVito,0
10845,Aya Cash,0
10846,Wyatt Cenac,0
10847,Rick Gomez,0
10848,Ricardo DarÃ­n,0
10849,Katy Perry,380161134
10850,Rachael Markarian,32726956
10851,Mia Moretti,32726956
10852,Mary Margaret O'Hara,0
10853,Bobby Sommer,0
10854,Ela Piplits,0
10855,Nicola Kawana,0
10856,Hannah Tevita,0
10857,Kate Elliott,0
10858,Jack Sergent-Shadbolt,0
10859,Golshifteh Farahani,0
10860,Bahar Soomekh,163876815
10861,Dylan Smith,1632
10862,Alain Goulem,1632
10863,Brittany Belland,0
10864,Riana Ballo,0
10865,Jessica Cameron,0
10866,Jason Jay Crabtree,0
10867,John Bloom,0
10868,Natalia Vodianova,0
10869,Ed Stoppard,0
10870,Brit Morgan,0
10871,Nicole Paggi,0
10872,Justin Baldoni,0
10873,Gregory Harrison,11025116
10874,Jamison Jones,0
10875,Julie Ann Doan,0
10876,Pam Hobbs,0
10877,Jessie Misskelley,0
10878,Evelyne Brochu,0
10879,Sabrina Ouazani,0
10880,Sivan Levy,0
10881,Yousef Sweid,0
10882,Hammoudeh Alkarmi,0
10883,Anna Gunn,0
10884,Jenny O'Hara,0
10885,Steve Jobs,0
10886,Robert X. Cringely,0
10887,Maeve Jinkings,0
10888,Irandhir Santos,0
10889,Gustavo Jahn,0
10890,W.J. Solha,0
10891,Irma Brown,0
10892,Freddie Mercury,0
10893,Roger Taylor,0
10894,Brian May,0
10895,Luciano Pavarotti,0
10896,Montserrat CaballÃ©,0
10897,Diane Rosser,0
10898,Christian Vazquez,0
10899,Rodrigo Azuela,0
10900,Diego CataÃ±o,0
10901,Miriana Moro,0
10902,Eugene Jarecki,0
10903,Josh Allen,0
10904,Alex Ball,0
10905,Billi Baker,0
10906,Michael Thomson,0
10907,Allira Jaques,0
10908,Holly Phillips,0
10909,Nils d'Aulaire,0
10910,April Lee Hernandez,0
10911,Dee Snider,0
10912,Summer Bellessa,0
10913,Chris Hill,0
10914,James Murphy,0
10915,Adam Scarimbolo,0
10916,Vikram Gandhi,0
10917,Purva Bedi,0
10918,Kristen Calgaro,0
10919,Michael Jordan,230000000
10920,Larry Bird,0
10921,Magic Johnson,0
10922,Charles Barkley,0
10923,David Hunt,0
10924,Daran Norris,50907422
10925,Teryl Rothery,0
10926,Zamand Taha,0
10927,Sarwar Fazil,0
10928,Martina Gusman,0
10929,Federico BenjamÃ­n Barga,0
10930,Mauricio Minetti,0
10931,Gabriel Tigerman,0
10932,Dana Barron,0
10933,Arjun Rampal,0
10934,Lillete Dubey,0
10935,Dana Segal,0
10936,Kirsten Holly Smith,0
10937,Kim Allen,0
10938,Chuck Klosterman,0
10939,Tyler Pope,0
10940,Keith Wood,0
10941,Pat Mahoney,0
10942,Panou,0
10943,Ted Whittall,0
10944,Judy Reyes,0
10945,Tony Alva,0
10946,Tommy Guerrero,0
10947,Ben Harper,0
10948,Antron McCray,273747
10949,Kevin Richardson,273747
10950,Yusef Salaam,273747
10951,Raymond Santana,273747
10952,Kharey Wise,273747
10953,Kori Cioca,0
10954,Jessica Hinves,0
10955,Ariana Klay,0
10956,Elle Helmer,0
10957,Hannah Sewell,0
10958,Jack Davenport,1767846074
10959,Mary Alice,424988211
10960,Helmut Bakaitis,738599701
10961,Alexander Gould,877648734
10962,Lisa Ann Walter,654701295
10963,Gregor Fisher,244931766
10964,Daniel Tay,173398518
10965,Anna Chancellor,15121165
10966,Robin Renucci,15121165
10967,Fausto Callegarini,176070171
10968,Phil Collins,135680000
10969,Connor Funk,135680000
10970,Akiko Takeshita,119723856
10971,Brett Kelly,76488889
10972,Natalie Imbruglia,160583018
10973,Tasha de Vasconcelos,160583018
10974,Joan Copeland,250
10975,Pamela Anderson,486039575
10976,Marny Eng,220673217
10977,Romeo Miller,62646763
10978,Larenz Tate,111230463
10979,Geno Silva,44350926
10980,Adam Pascal,162953569
10981,Clayton Watson,5
10982,Melinda Clarke,54207
10983,Bobby Lockwood,0
10984,Leah Remini,87055349
10985,Annie Parisse,177371441
10986,Fann Wong,88323487
10987,James Newman,125069165
10988,Don Novello,0
10989,Eileen Essell,57380470
10990,Carly Nahon,60427839
10991,Christina Pickles,0
10992,Erica Leerhsen,107156622
10993,Kenneth Mitchell,101191884
10994,Blake Heron,0
10995,Maggie Wheeler,0
10996,Venus Terzo,0
10997,Marnie Alton,0
10998,Alan Davidson,0
10999,Lawrence Taylor,0
11000,Billy Rieck,0
11001,Alex Thomas,101564935
11002,LoÃ¯c Brabant,0
11003,David McCullough,148336445
11004,John Billingsley,55495563
11005,Garikayi Mutambirwa,63102666
11006,Eric Nenninger,63102666
11007,Josh Hammond,63102666
11008,Adam Lamberg,55534455
11009,Hallie Todd,55534455
11010,Andrew Francis,0
11011,Jason Michas,0
11012,Scott McNeil,0
11013,K. C. Collins,0
11014,Rachel Dratch,20298207
11015,John Finn,34234008
11016,Catherine Samie,12991996
11017,Leslie Caron,12991996
11018,Tatyana Ali,50504655
11019,Gable Carr,0
11020,Patrick Cavanaugh,0
11021,Cerina Vincent,30553394
11022,Nabil Elouahabi,0
11023,Annie Corley,242395201
11024,Heather Litteer,23
11025,Robert Hardy,0
11026,Lenny Venito,7266209
11027,Kevin Conway,70730888
11028,Christopher Ling Lee Ian,0
11029,Judy Parfitt,31466789
11030,Bubba Lewis,0
11031,Marilyn Manson,742898
11032,Linus Roache,0
11033,Stockard Channing,276271340
11034,Eric Deulen,10012022
11035,Elias McConnell,10012022
11036,Jordan Taylor,10012022
11037,Joie Lee,7897645
11038,CinquÃ© Lee,7897645
11039,Ona Grauer,13818181
11040,Keisha Castle-Hughes,41400000
11041,Rawiri Paratene,41543000
11042,Vicky Haughton,41400000
11043,Grant Roa,41400000
11044,Frank Glaubrecht,0
11045,Dalik Volonitz,0
11046,Emma Bolger,0
11047,Luke de Woolfson,0
11048,Monica Lo,0
11049,Jack McElhone,2500000
11050,Tom Virtue,0
11051,Alec Medlock,0
11052,Aria Curzon,0
11053,Jean-Marie Lamour,22441323
11054,Marc Fayolle,22441323
11055,Nigel Bennett,0
11056,Timothy Webber,0
11057,Christopher Guest,23486448
11058,Dora Luz,0
11059,Nikita Hopkins,45554533
11060,Steve Sandvoss,819939
11061,Wes Ramsey,819939
11062,Rebekah Johnson,819939
11063,Raven Goodwin,8679814
11064,Steve Harvey,31179516
11065,Nichole Galicia,0
11066,LaTanya Richardson,30238577
11067,Faith Evans,30238577
11068,Ken Murton,0
11069,Chaney Kley,0
11070,Lee Cormie,0
11071,Grant Piro,0
11072,Diane Neal,0
11073,Andrew Koenig,0
11074,Kurt Carley,0
11075,Dragon Dronet,0
11076,Jake McKinnon,0
11077,Trent Ford,0
11078,Keith Robinson,0
11079,FrÃ©dÃ©ric Cerdal,0
11080,Marjolaine Poulain,0
11081,Fily Keita,0
11082,Benjamin Pascal,0
11083,Nicole Jaffe,0
11084,Heather North,0
11085,Casey Kasem,0
11086,Kelly Brook,0
11087,Roberta Angelica,0
11088,Alexander Polinsky,0
11089,Kirby Heyborne,0
11090,Ethan Vincent,0
11091,Tony Martin,2077763
11092,Mark Mitchell,0
11093,Ashlyn Gere,0
11094,Lukas Behnken,0
11095,Brian Skala,0
11096,Theo Rossi,0
11097,Alan Bates,20710451
11098,John Alderton,96542059
11099,Annette Crosbie,96542059
11100,Mick Cain,0
11101,Billy Asher,0
11102,Joris Jarsky,460978
11103,Sean Sullivan,460978
11104,SÃ¡ndor CsÃ¡nyi,0
11105,Csaba Pindroch,0
11106,ZoltÃ¡n Mucsi,0
11107,SÃ¡ndor BadÃ¡r,0
11108,Zsolt Nagy,0
11109,Ginette Reno,3031801
11110,Mary Walsh,3031801
11111,Peter Miller,3031801
11112,Arnold Friedman,3117985
11113,Elaine Friedman,3117985
11114,Jesse Friedman,3117985
11115,David Friedman,3117985
11116,Seth Friedman,3117985
11117,Koen De Bouw,0
11118,Werner De Smedt,0
11119,Jo De Meyere,0
11120,Filip Peeters,0
11121,Nutsa Kukhianidze,0
11122,Marc Lavoine,0
11123,Kamahl,0
11124,John Flaus,0
11125,Julie Forsyth,0
11126,John Broadwater,17040871
11127,Mike Cameron,17040871
11128,Ken Marschall,17040871
11129,Harvey Pekar,6003587
11130,Jenna Boyd,39053061
11131,Wen Yann Shih,33828318
11132,Claude Brasseur,0
11133,William Allen Young,0
11134,Gene Davis,0
11135,Aileen Wuornos,0
11136,Patrice ChÃ©reau,0
11137,Brigitte RoÃ¼an,0
11138,BÃ©atrice Dalle,0
11139,Daniel Farber,0
11140,Erik von Detten,0
11141,Sarah-Jane Potts,0
11142,Julia Fletcher,0
11143,Dane A. Davis,0
11144,Jill Talley,13700000
11145,Dwight Schultz,0
11146,Michelle Goh,0
11147,Bruce Wang,0
11148,Vince Vieluf,26570463
11149,Natalia Verbeke,0
11150,Jane Akre,4500000
11151,Ray Anderson,4500000
11152,Maude Barlow,4500000
11153,Chris Barrett,4500000
11154,Ian Tracey,0
11155,John Demita,5
11156,Barbara E. Robertson,2281585
11157,William Dick,2281585
11158,Yoo Ji-tae,0
11159,Jae-un Lee,0
11160,Rin Seo,0
11161,Jung Eun-pyo,0
11162,Jung Doo-hong,0
11163,Johnny Hallyday,0
11164,Renaud,0
11165,Douglas Spain,0
11166,Andrew Bryniarski,0
11167,Edouard Montoute,0
11168,Jeanine Basinger,0
11169,Claire Bloom,41906994
11170,Janine Eser,0
11171,Nikolai Binev,0
11172,Tangi Miller,0
11173,Sherrie Jackson,0
11174,Nicholas Aaron,13885802
11175,Richard Hawking,13885802
11176,Ollie Ryall,13885802
11177,Joe Simpson,13885802
11178,Gerard McSorley,1569918
11179,Don Wycherley,1569918
11180,Claire Cox,0
11181,Peter Ustinov,120012939
11182,Nancy Cartwright,527068851
11183,Dionne Quan,0
11184,Philip Eddolls,0
11185,Maurice Compte,0
11186,Heather McComb,0
11187,Fenella Woolgar,0
11188,Douglas Sebern,0
11189,Robert Bagnell,0
11190,Andrew Miller,501818
11191,Daniel Letterle,1628154
11192,Joanna Chilcoat,1628154
11193,Robin de Jesus,1628154
11194,Tiffany Taylor,1628154
11195,Alana Allen,1628154
11196,Robert McNamara,0
11197,Fidel Castro,0
11198,Barry Goldwater,0
11199,John F. Kennedy,0
11200,Frederick Weller,0
11201,Paul Wilson,15368897
11202,Kelly Clarkson,4922166
11203,Justin Guarini ,4922166
11204,Brandon Henschel,4922166
11205,Greg Siff,4922166
11206,Brian Dietzen,4922166
11207,Laurent Baffie,569217
11208,Daniel Russo,569217
11209,Pascal Sellem,569217
11210,Darren J. Birch,0
11211,Christopher Bishop,0
11212,Tyler Boissonnault,0
11213,J. Winston Carroll,0
11214,Patrick Cranshaw,0
11215,Fred Vogel,0
11216,Cristie Whiles,0
11217,Michael Todd Schneider,0
11218,Jerami Cruise,0
11219,Killjoy,0
11220,Felicity Mason,0
11221,Mungo McKay,0
11222,Rob Jenkins,0
11223,Lisa Cunningham,0
11224,Dirk Hunter,0
11225,Paul Moder,0
11226,Katrina Mathers,0
11227,Dean Francis,0
11228,Lisa Brenner,0
11229,Tsidii Leloka,0
11230,Romanthony,0
11231,Tara Fitzgerald,7770731
